case_group,case_id,density_normalized_l2,density_tv_excess,evaluated_shock_count,maximum_cell_average_change,maximum_normalized_rh_residual,maximum_relative_conservation_error,maximum_shock_entropy_violation,mean_shock_width_10_90,method,minimum_density,minimum_pressure,model_seed,online_seconds,pressure_normalized_l2,primitive_geometric_mean_l2,relative_conservation_errors,time,velocity_normalized_l2
in_distribution,id06,0.016195832377136746,0.13367305172707528,1,2.220446049250313e-16,0.01014909879219281,0.0017773811615674439,0.0,0.022108420110326987,physics_gated_dkan_fv_engineering,0.221443,0.084348,72001,0.09247560007497668,0.013296121684143082,0.02631439438229726,"[0.00011146691643837197, 0.0017773811615674439, 0.00021074483956766226]",0.063873,0.0846158815909628
in_distribution,id06,0.01613966800403136,0.10875745706217611,1,2.220446049250313e-16,0.010146059573545007,0.001777381161567749,0.0,0.016387802136653584,physics_gated_dkan_fv_engineering,0.221443,0.084348,72002,0.0919085000641644,0.01330199006393472,0.026283085066507707,"[0.00011146691643813434, 0.001777381161567749, 0.0002107448395679976]",0.063873,0.08457028729813845
in_distribution,id06,0.016190748336820847,0.12312214263951236,1,1.1102230246251565e-16,0.010121986246265265,0.0017773811615676473,0.0,0.022140470463056117,physics_gated_dkan_fv_engineering,0.221443,0.084348,72003,0.09168489975854754,0.013328911307482233,0.026380006504645618,"[0.00011146691643837197, 0.0017773811615676473, 0.00021074483956788582]",0.063873,0.08506738731256304
in_distribution,id06,0.016220519680406206,0.1314141519314688,1,1.1102230246251565e-16,0.01018521223063034,0.0017773811615676473,0.0,0.022252362422562788,physics_gated_dkan_fv_sod_neighbourhood,0.221443,0.084348,26001,0.09503329964354634,0.013403780266065236,0.026376826674406748,"[0.00011146691643920368, 0.0017773811615676473, 0.00021074483956777404]",0.063873,0.08440643791870105
in_distribution,id06,0.016069061778696863,0.08604052930148987,1,2.220446049250313e-16,0.010164289825338927,0.0017773811615676473,0.0,0.016453623230031744,physics_gated_dkan_fv_sod_neighbourhood,0.221443,0.084348,26002,0.09302960010245442,0.013379743511388705,0.026291493616427304,"[0.00011146691643872842, 0.0017773811615676473, 0.0002107448395679976]",0.063873,0.08452933814464644
in_distribution,id06,0.01603918971467169,0.080173036207287,1,2.220446049250313e-16,0.010177883096038126,0.001777381161567749,0.0,0.016489760480877913,physics_gated_dkan_fv_sod_neighbourhood,0.221443,0.084348,26003,0.0924697001464665,0.013356962986294324,0.026287717726329356,"[0.00011146691643837197, 0.001777381161567749, 0.00021074483956810938]",0.063873,0.08479465965035869
in_distribution,id06,0.050113843089748866,1.294001122185858,1,,0.04472282975473053,0.08004309343309784,0.23707520961761475,0.019767380235686027,fno_operator,0.19439257681369781,0.07215023785829544,71001,0.0014631999656558037,0.10530291597214934,0.11222889824056144,"[0.006606458394770137, 0.004868772117337875, 0.08004309343309784]",0.063873,0.2678650128181094
in_distribution,id06,0.057816890168843095,1.3469103395549207,1,,0.0581038603708808,0.11280039869536657,0.2573033571243286,0.0169308233136638,fno_operator,0.19351263344287872,0.07309018820524216,71002,0.0014424002729356289,0.07656214620655159,0.11126146077270471,"[0.027233690545542696, 0.11280039869536657, 0.04861042388893452]",0.063873,0.311146876241674
in_distribution,id06,0.058861212006734165,1.4152754594557586,1,,0.046729856737755794,0.10674079827695568,0.21294450759887695,0.015828730155472148,fno_operator,0.19449962675571442,0.07362605631351471,71003,0.0014272001571953297,0.07573168252046074,0.11142989697414812,"[0.02351376434561269, 0.10674079827695568, 0.03178289625374753]",0.063873,0.3103833248137837
in_distribution,id07,0.021065649147962523,0.04465708887711527,1,,0.002613354937797161,0.0009586229112609097,0.001090918766642024,0.01614936978492243,hllc_piecewise_constant,0.357598,0.25021999999999994,,0.11869469983503222,0.01611783284755952,0.02679218062199191,"[0.00017023520432139972, 0.0009586229112609097, 0.00021936897025446513]",0.075712,0.05664253646710619
in_distribution,id07,0.01901700999290855,0.04465708887711527,1,,0.0051241491388756295,0.0009586229112610354,0.0,0.016199314522323705,hllc_fixed_mc_subcell,0.357598,0.25021999999999994,,0.11869469983503222,0.013418455628134214,0.023332546621893963,"[0.00017023520432139972, 0.0009586229112610354, 0.00021936897025291193]",0.075712,0.04977848304693202
in_distribution,id07,0.009782855656397414,0.016217021268694388,1,,0.0004895065039605142,0.0009586229112640525,0.0,0.005228312761924259,hllc_muscl_fine,0.357598,0.25021999999999994,,0.5389396999962628,0.005359843750302543,0.010660699078874547,"[0.00017023520432160157, 0.0009586229112640525, 0.00021936897025446513]",0.075712,0.023106771988264174
in_distribution,id07,0.019096726924838235,0.1722571436628607,1,2.220446049250313e-16,0.005272913289421416,0.0009586229112615382,0.0,0.015935526915369258,physics_gated_dkan_fv_engineering,0.357598,0.25021999999999994,72001,0.14796219998970628,0.013423804594114033,0.02350150818860633,"[0.00017023520432139972, 0.0009586229112615382, 0.00021936897025333552]",0.075712,0.05063521301512031
